PROCEDIMENTO,RN (ALTERACAO),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
"UNIDADE DE COMPONENTES SANGÜÍNEOS (CONCENTRADO DE HEMÁCIAS, PLAQUETAS OU GRANULÓCITOS) IRRADIADA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE GRANULÓCITOS,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE HEMÁCIAS,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE HEMÁCIAS LAVADAS,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCODEPLETADA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCORREDUZIDA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAÇÃO),SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCODEPLETADA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFÉRESE,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE CRIOPRECIPITADO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UNIDADE DE PLASMA FRESCO CONGELADO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AFÉRESE TERAPÊUTICA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-HIV I E II POR MÉTODO IMUNOENZIMÁTICO OU QUIMIOLUMINESCÊNCIA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CONTAGEM DE CÉLULAS CD34 / CD45 POSITIVAS,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETECÇÃO DE HEMOGLOBINAS ANORMAIS (INVESTIGAÇÃO DE HEMOGLOBINA S E DE OUTRAS HEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE),SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA POR HEMODILUIÇÃO NORMOVOLÊMICA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOAÇÃO AUTÓLOGA PRÉ-OPERATÓRIA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOAÇÃO DE COMPONENTES POR AFÉRESE,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"EXAMES IMUNOHEMATOLÓGICOS EM RECÉM-NASCIDOS: TIPIFICAÇÃO ABO E RH, PESQUISA DE D FRACO RH(D) E PROVA DA ANTIGLOBULINA DIRETA)",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FENOTIPAGEM DO SISTEMA RH-HR,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"HEPATITE B - ANTI-HBC, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"HEPATITE B - HBSAG, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"HEPATITE C - ANTI-HCV, TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HTLV I E II - TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS, INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL)",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"IMUNO-HEMATOLÓGICOS: TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA E DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"INVESTIGAÇÃO DA PRESENÇA DE ANTI-A OU ANTI-B, EM SORO OU PLASMA DE NEONATO, COM MÉTODOS QUE INCLUAM UMA FASE ANTIGLOBULÍNICA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"MALÁRIA, PESQUISA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS IRREGULARES NO SANGUE DO RECEPTOR,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES (ELUIÇÃO, A FRIO E GEL)",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PLAQUETAS - PROVA CRUZADA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROVA DE COMPATIBILIDADE ENTRE AS HEMÁCIAS DO DOADOR E O SORO DO RECEPTOR (PROVA DE COMPATIBILIDADE MAIOR),SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROVAS PRÉ-TRANSFUSIONAIS: RETIPIFICAÇÃO ABO E RH DA BOLSA DE SANGUE,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4 MESES DE IDADE);",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CITOMEGALOVÍRUS APÓS TRANSPLANTE DE RIM, MEDULA ÓSSEA OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA",546/2022,03/10/2022,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VÍRUS EPSTEIN BARR APÓS TRANSPLANTE DE RIM OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA,546/2022,03/10/2022,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EXSANGUÍNEO TRANSFUSÃO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRANSFUSÃO FETAL INTRA-UTERINA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,SEM VALOR,REF,SEM VALOR,SEM VALOR,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, BIÓPSIA DE PELE OU OUTROS TECIDOS",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, MATERIAL DE ABORTO OU NATIMORTO",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, PARA DOENÇAS HEMATOLÓGICAS, SANGUE PERIFÉRICO, TECIDOS LINFÓIDES E MEDULA ÓSSEA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, SANGUE FETAL",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,SEM VALOR,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, SANGUE PERIFÉRICO",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, VILOSIDADES CORIÔNICAS",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM PESQUISA DE TROCA DE CROMÁTIDES IRMÃS,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM TÉCNICAS DE ALTA RESOLUÇÃO (ESTUDO EM PROMETÁFASE),SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO PARA SÍNDROMES DE QUEBRAS CROMOSSÔMICAS, SANGUE PERIFÉRICO",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"DETECÇÃO DE ANORMALIDADES DOS CROMOSSOMOS X OU Y (SANGUE PERIFÉRICO OU ESFREGAÇO DE MUCOSA BUCAL), POR FISH",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"ESTUDO CITOGENÉTICO PARA DOENÇAS NEOPLÁSICAS MALIGNAS, DIVERSOS MATERIAIS",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO DE ALTERAÇÕES CROMOSSÔMICAS EM LEUCEMIAS POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION),SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"LÍQUIDO AMNIÓTICO, CARIÓTIPO COM BANDAS",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,SEM VALOR,REF,SEM VALOR,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA DE MICRODELEÇÕES/MICRODUPLICAÇÕES POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION) - COM DIRETRIZ DE UTILIZAÇÃO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,110,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO BCL6 3q27 (NHL) FISH,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO 8q24 FISH (MEDULA ÓSSEA),SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO 8q24 FISH (SANGUE),SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"AMINOÁCIDOS URINÁRIOS OU PLASMÁTICOS, ANÁLISE QUANTITATIVA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVALIAÇÃO DE RISCO DE ANOMALIAS CROMOSSÔMICAS E/OU DEFEITOS DE FECHAMENTO DE TUBO NEURAL,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,SEM VALOR,REF,PAC,SEM VALOR,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARBOIDRATOS URINÁRIOS, ANÁLISE QUALITATIVA",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA 1,4-ALFA-GLICOSIDASE EM FIBROBLASTOS",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,PAC,SEM VALOR,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
